global_step,loss,wall_time_unix
8264,9.18750000,1778547794.024821
8269,8.68750000,1778547870.516479
8274,9.12500000,1778547946.219467
8279,9.00000000,1778548019.942873
8284,9.00000000,1778548096.527383
8289,9.12500000,1778548171.269753
8294,9.06250000,1778548246.529408
8299,9.00000000,1778548322.767458
8304,9.06250000,1778548401.755500
8309,8.87500000,1778548477.763965
8314,9.12500000,1778548552.776601
8319,9.12500000,1778548628.329093
8324,8.75000000,1778548705.344505
8329,8.75000000,1778548780.577039
8334,9.00000000,1778548855.866050
8339,9.00000000,1778548931.349852
8344,9.18750000,1778549008.375474
8349,9.12500000,1778549083.557402
8354,9.00000000,1778549158.578620
8359,8.68750000,1778549236.321059
8364,8.75000000,1778549312.040657
8369,8.87500000,1778549386.463034
8374,9.18750000,1778549461.095924
8379,8.68750000,1778549536.960708
8384,9.12500000,1778549611.464538
8389,9.00000000,1778549700.495685
8394,9.00000000,1778549781.281215
8399,8.87500000,1778549861.403428
8404,8.75000000,1778549945.204600
8409,9.00000000,1778550027.077501
8414,9.00000000,1778550123.301932
8419,9.12500000,1778550216.187633
8424,8.87500000,1778550302.010501
8429,9.06250000,1778550379.125622
8434,9.00000000,1778550463.306056
8439,8.87500000,1778550548.338448
8444,8.81250000,1778550634.860716
8449,9.12500000,1778550717.855154
8454,8.93750000,1778550811.193275
8459,8.87500000,1778550895.599672
8464,8.87500000,1778550983.952693
8469,9.06250000,1778551074.427336
8474,8.81250000,1778551163.700805
8479,9.12500000,1778551249.363531
8484,9.06250000,1778551342.127014
8489,9.00000000,1778551438.701659
8494,8.75000000,1778551532.840280
8499,8.87500000,1778551619.637958
8504,9.06250000,1778551710.279469
8509,9.00000000,1778551800.031699
8514,9.00000000,1778551896.987268
8519,8.87500000,1778552005.794193
8524,8.87500000,1778552087.772905
8529,9.12500000,1778552168.964227
8534,9.00000000,1778552250.600706
8539,9.12500000,1778552338.017388
8544,8.75000000,1778552426.887038
8549,9.12500000,1778552516.831209
8554,9.18750000,1778552609.901957
8559,8.87500000,1778552706.986868
8564,9.00000000,1778552799.088240
8569,8.87500000,1778552895.769057
8574,9.12500000,1778552986.339374
8579,9.06250000,1778553075.521520
8584,9.12500000,1778553161.392155
8589,9.00000000,1778553252.480857
8594,8.75000000,1778553332.248710
8599,9.12500000,1778553410.991469
8604,9.06250000,1778553489.923821
8609,8.93750000,1778553567.668639
8614,8.75000000,1778553646.041305
8619,9.12500000,1778553725.509310
8624,9.12500000,1778553801.112717
8629,9.18750000,1778553877.457462
8634,9.12500000,1778553952.437223
8639,8.87500000,1778554026.555952
8644,8.93750000,1778554103.546173
8649,9.12500000,1778554177.923385
8654,8.87500000,1778554253.728453
8659,9.00000000,1778554328.297977
8664,9.00000000,1778554405.640470
8669,9.00000000,1778554480.481576
8674,8.87500000,1778554555.767783
8679,8.68750000,1778554630.161154
8684,9.12500000,1778554707.141690
8689,9.12500000,1778554781.897298
8694,9.00000000,1778554856.833986
8699,8.87500000,1778554932.448675
8704,9.12500000,1778555010.050649
8709,9.12500000,1778555085.276619
8714,9.25000000,1778555160.750815
8719,8.93750000,1778555237.544833
8724,9.37500000,1778555311.490210
8729,8.87500000,1778555386.463943
8734,9.25000000,1778555460.936466
8739,8.87500000,1778555538.730431
8744,8.93750000,1778555613.100095
8749,8.87500000,1778555688.044413
8754,9.12500000,1778555764.118867
8759,9.12500000,1778555841.061996
8764,8.56250000,1778555916.169117
8769,9.00000000,1778555989.663555
8774,9.12500000,1778556066.303096
8779,8.87500000,1778556140.036230
8784,9.00000000,1778556213.608712
8789,8.75000000,1778556291.095774
8794,9.18750000,1778556365.372058
8799,8.75000000,1778556440.182363
8804,8.81250000,1778556515.255664
8809,9.18750000,1778556591.407313
8814,8.87500000,1778556664.880796
8819,9.00000000,1778556739.217011
8824,9.00000000,1778556814.965091
8829,8.68750000,1778556889.579402
8834,8.93750000,1778556964.670035
8839,9.18750000,1778557039.226239
8844,8.87500000,1778557116.323823
8849,9.12500000,1778557190.572105
8854,8.87500000,1778557265.047603
8859,8.75000000,1778557341.577644
8864,9.12500000,1778557415.771240
8869,8.93750000,1778557491.243213
8874,8.87500000,1778557566.037672
8879,9.00000000,1778557644.200382
8884,9.00000000,1778557719.640429
8889,8.75000000,1778557794.054156
8894,8.87500000,1778557869.325669
8899,9.06250000,1778557946.015498
8904,9.00000000,1778558020.954631
8909,9.06250000,1778558098.707340
8914,8.93750000,1778558175.880033
8919,9.12500000,1778558255.904479
8924,9.12500000,1778558332.594308
8929,8.75000000,1778558407.267040
8934,9.00000000,1778558482.972404
8939,9.25000000,1778558558.133357
8944,8.87500000,1778558635.818747
8949,9.06250000,1778558711.085799
8954,9.12500000,1778558786.642326
8959,8.87500000,1778558862.429273
8964,8.87500000,1778558939.692682
8969,9.00000000,1778559014.988156
8974,8.93750000,1778559090.214886
8979,8.87500000,1778559166.420936
8984,8.81250000,1778559241.963639
8989,9.06250000,1778559316.990832
8994,8.93750000,1778559391.828779
8999,9.12500000,1778559469.386832
9004,9.00000000,1778559543.319288
9009,9.00000000,1778559618.152682
9014,9.00000000,1778559692.526242
9019,9.18750000,1778559769.814861
9024,9.00000000,1778559845.243053
9029,9.12500000,1778559919.233134
9034,8.87500000,1778559993.855496
9039,8.87500000,1778560071.971233
9044,8.93750000,1778560147.726177
9049,8.87500000,1778560222.105808
9054,9.12500000,1778560297.766507
9059,8.87500000,1778560373.395069
9064,9.12500000,1778560448.668738
9069,9.18750000,1778560522.719431
9074,9.00000000,1778560598.985910
9079,9.00000000,1778560672.772300
9084,9.06250000,1778560748.323138
9089,9.00000000,1778560823.135774
9094,8.87500000,1778560901.363393
9099,9.00000000,1778560975.590737
9104,9.18750000,1778561050.651844
9109,9.06250000,1778561126.088771
9114,9.12500000,1778561202.856117
9119,9.12500000,1778561276.870594
9124,9.00000000,1778561353.095445
9129,9.12500000,1778561428.246772
9134,9.00000000,1778561504.977669
9139,9.12500000,1778561579.587753
9144,9.06250000,1778561655.456821
9149,9.25000000,1778561732.730119
9154,8.93750000,1778561808.792101
9159,9.18750000,1778561884.334037
9164,8.81250000,1778561958.195271
9169,8.87500000,1778562035.727018
9174,9.12500000,1778562110.030174
9179,9.25000000,1778562185.227774
9184,9.00000000,1778562260.534243
9189,9.12500000,1778562338.231836
9194,9.00000000,1778562412.452209
9199,9.12500000,1778562488.838372
9204,9.12500000,1778562564.749358
9209,9.00000000,1778562642.990438
9214,9.00000000,1778562717.847209
9219,9.12500000,1778562792.574141
9224,9.00000000,1778562869.481045
9229,9.06250000,1778562946.796228
9234,8.87500000,1778563022.731603
9239,9.00000000,1778563097.579746
9244,8.87500000,1778563172.118812
9249,9.00000000,1778563250.045443
9254,9.25000000,1778563325.903222
9259,8.87500000,1778563399.951523
9264,9.12500000,1778563475.671380
9269,9.00000000,1778563553.336496
9274,9.12500000,1778563628.223263
9279,9.06250000,1778563703.418152
9284,9.00000000,1778563777.784412
9289,8.93750000,1778563855.543985
9294,9.25000000,1778563932.309216
9299,8.87500000,1778564007.016449
9304,8.75000000,1778564081.660315
9309,9.12500000,1778564158.909415
9314,8.75000000,1778564234.341387
9319,8.75000000,1778564311.071605
9324,9.12500000,1778564385.266418
9329,8.87500000,1778564461.420386
9334,9.12500000,1778564536.147280
9339,8.87500000,1778564611.552686
9344,9.00000000,1778564686.306857
9349,8.87500000,1778564763.961152
9354,9.18750000,1778564838.169886
9359,9.00000000,1778564912.749274
9364,9.12500000,1778564987.635714
9369,9.12500000,1778565063.664894
9374,9.06250000,1778565136.415365
9379,8.93750000,1778565210.735876
9384,8.87500000,1778565285.864774
9389,9.37500000,1778565361.275349
9394,9.06250000,1778565435.017067
9399,9.06250000,1778565510.212320
9404,9.00000000,1778565587.617537
9409,9.12500000,1778565661.944256
9414,9.00000000,1778565737.139571
9419,9.00000000,1778565811.703518
9424,9.18750000,1778565889.489290
9429,9.00000000,1778565964.773041
9434,9.12500000,1778566039.239842
9439,9.00000000,1778566114.081927
9444,9.12500000,1778566191.909728
9449,8.87500000,1778566266.957957
9454,9.25000000,1778566340.615206
9459,8.75000000,1778566415.095662
9464,9.12500000,1778566492.336144
9469,8.75000000,1778566567.952477
9474,9.12500000,1778566643.525482
9479,9.18750000,1778566719.396444
9484,8.93750000,1778566796.732978
9489,8.75000000,1778566871.235688
9494,8.93750000,1778566946.069964
9499,9.12500000,1778567020.098407
9504,9.00000000,1778567096.249051
9509,9.00000000,1778567172.260301
9514,9.18750000,1778567246.540301
9519,9.25000000,1778567322.083886
9524,8.93750000,1778567400.361081
9529,8.75000000,1778567473.950932
9534,9.12500000,1778567548.564229
9539,9.00000000,1778567623.752371
9544,8.75000000,1778567699.940967
9549,8.81250000,1778567774.331136
9554,9.12500000,1778567849.658452
9559,8.75000000,1778567925.033018
9564,9.25000000,1778568002.967186
9569,9.25000000,1778568077.373387
9574,9.00000000,1778568152.278989
9579,9.00000000,1778568227.232832
9584,9.00000000,1778568305.073832
9589,9.00000000,1778568379.702732
9594,9.12500000,1778568454.328743
9599,9.00000000,1778568529.393977
9604,8.87500000,1778568607.334095
9609,9.00000000,1778568681.810876
9614,8.93750000,1778568756.314138
9619,9.12500000,1778568830.051346
9624,8.75000000,1778568906.597116
9629,9.12500000,1778568981.093068
9634,8.87500000,1778569053.837298
9639,8.62500000,1778569128.725927
9644,8.93750000,1778569207.637178
9649,9.12500000,1778569282.317456
9654,8.87500000,1778569357.296997
9659,8.87500000,1778569430.259025
9664,9.00000000,1778569507.310904
9669,9.00000000,1778569581.744390
9674,9.00000000,1778569656.227765
9679,9.00000000,1778569731.156178
9684,9.00000000,1778569808.689114
9689,9.00000000,1778569882.336295
9694,9.12500000,1778569956.207573
9699,8.87500000,1778570030.518342
9704,9.00000000,1778570107.759526
9709,9.00000000,1778570181.548860
9714,9.06250000,1778570256.802593
9719,8.87500000,1778570331.183762
9724,8.87500000,1778570408.842438
9729,8.62500000,1778570482.451222
9734,9.00000000,1778570557.893372
9739,9.00000000,1778570632.795801
9744,8.75000000,1778570709.407031
9749,9.12500000,1778570782.237278
9754,8.93750000,1778570856.451602
9759,8.87500000,1778570930.797342
9764,8.87500000,1778571009.185410
9769,8.93750000,1778571083.652618
9774,9.00000000,1778571158.022994
9779,8.75000000,1778571233.650774
9784,9.18750000,1778571310.466164
9789,9.00000000,1778571386.731293
9794,9.12500000,1778571459.520515
9799,8.87500000,1778571535.566056
9804,9.00000000,1778571613.323915
9809,9.06250000,1778571689.995751
9814,9.00000000,1778571764.588115
9819,9.18750000,1778571839.924588
9824,9.12500000,1778571916.980560
9829,9.00000000,1778571992.483341
9834,8.93750000,1778572067.685669
9839,9.12500000,1778572142.737281
9844,8.93750000,1778572215.580041
9849,9.00000000,1778572292.620001
9854,9.00000000,1778572366.113551
9859,8.87500000,1778572438.835001
9864,9.00000000,1778572515.719416
9869,8.75000000,1778572590.123734
9874,9.06250000,1778572663.732842
9879,9.00000000,1778572739.188926
9884,9.00000000,1778572814.028656
9889,8.87500000,1778572888.566933
9894,8.56250000,1778572962.762980
9899,8.93750000,1778573037.614876
9904,9.00000000,1778573115.233859
9909,8.87500000,1778573189.968196
9914,9.06250000,1778573265.671506
9919,8.93750000,1778573339.098630
9924,9.00000000,1778573416.739289
9929,9.00000000,1778573490.948238
9934,8.87500000,1778573565.644526
9939,9.12500000,1778573640.321943
9944,8.87500000,1778573718.424798
9949,8.93750000,1778573794.463621
9954,9.00000000,1778573869.129771
9959,9.00000000,1778573943.718625
9964,8.87500000,1778574021.264337
9969,8.93750000,1778574095.072730
9974,9.12500000,1778574169.016005
9979,8.81250000,1778574243.410038
9984,9.06250000,1778574319.933926
9989,8.87500000,1778574395.272120
9994,8.87500000,1778574468.709449
9999,9.12500000,1778574541.339362
10004,9.06250000,1778574617.742495
10009,9.00000000,1778574692.304891
10014,9.25000000,1778574767.134408
10019,9.00000000,1778574841.746482
10024,9.00000000,1778574919.974250
10029,8.93750000,1778574994.543907
10034,9.12500000,1778575068.861169
10039,9.00000000,1778575143.623229
10044,8.87500000,1778575220.864810
10049,9.31250000,1778575294.548978
10054,9.00000000,1778575367.950616
10059,8.81250000,1778575443.717025
10064,9.06250000,1778575519.793101
10069,9.06250000,1778575594.336142
10074,8.87500000,1778575669.383062
10079,8.87500000,1778575743.537657
10084,8.87500000,1778575821.174436
10089,8.87500000,1778575896.109143
10094,8.87500000,1778575970.127689
10099,9.00000000,1778576044.741138
10104,8.81250000,1778576122.879217
10109,8.87500000,1778576199.524381
10114,8.68750000,1778576276.090262
10119,9.00000000,1778576351.125873
10124,8.75000000,1778576426.058261
10129,8.93750000,1778576504.764176
10134,9.06250000,1778576578.575232
10139,9.12500000,1778576653.280185
10144,9.00000000,1778576728.759451
10149,9.12500000,1778576806.428075
10154,9.00000000,1778576881.850320
10159,9.06250000,1778576958.528915
10164,9.00000000,1778577034.392287
10169,8.87500000,1778577109.436973
10174,8.87500000,1778577187.199965
10179,8.87500000,1778577261.843816
10184,9.00000000,1778577335.731700
10189,8.87500000,1778577413.721033
10194,8.87500000,1778577490.016378
10199,8.93750000,1778577568.265141
10204,9.00000000,1778577644.762892
10209,9.00000000,1778577719.868272
10214,8.81250000,1778577795.386412
10219,9.00000000,1778577870.438174
10224,9.06250000,1778577948.822926
10229,8.87500000,1778578024.261259
10234,9.12500000,1778578099.622949
10239,9.00000000,1778578174.951041
10244,9.12500000,1778578252.897649
10249,8.87500000,1778578328.333216
10254,8.87500000,1778578402.396542
10259,8.81250000,1778578477.286976
10264,8.87500000,1778578552.640928
10269,8.87500000,1778578630.042319
10274,9.12500000,1778578705.089372
10279,9.25000000,1778578779.483688
10284,8.81250000,1778578854.787584
10289,8.81250000,1778578932.136813
10294,9.00000000,1778579006.319807
10299,9.00000000,1778579081.967516
10304,8.75000000,1778579156.350641
10309,8.87500000,1778579234.076376
10314,8.87500000,1778579308.064986
10319,9.00000000,1778579382.076355
10324,9.00000000,1778579455.766060
10329,9.06250000,1778579532.516094
10334,9.37500000,1778579607.031116
10339,9.00000000,1778579680.433342
10344,8.93750000,1778579755.034492
10349,9.12500000,1778579833.477945
10354,9.12500000,1778579908.320771
10359,9.12500000,1778579983.507871
10364,9.00000000,1778580057.744442
10369,9.25000000,1778580134.484275
10374,9.06250000,1778580209.475474
10379,8.93750000,1778580282.534269
10384,9.00000000,1778580357.442420
10389,8.87500000,1778580434.503279
10394,9.12500000,1778580509.175134
10399,8.87500000,1778580584.296406
10404,9.00000000,1778580658.599471
10409,9.00000000,1778580736.051859
10414,9.12500000,1778580811.398623
10419,9.00000000,1778580885.592402
10424,8.87500000,1778580960.472883
10429,9.12500000,1778581036.702829
10434,8.81250000,1778581113.802346
10439,8.87500000,1778581188.359821
10444,9.12500000,1778581264.363112
10449,9.06250000,1778581338.983057
10454,9.06250000,1778581416.234576
10459,9.12500000,1778581491.312122
10464,9.00000000,1778581565.518648
10469,9.12500000,1778581640.754250
10474,9.12500000,1778581719.295747
10479,9.31250000,1778581794.735972
10484,8.87500000,1778581870.663920
