timestamp,epoch,step_in_epoch,steps_per_epoch,global_step,loss
2026-05-17T19:50:59Z,0,3871,20976,3870,8.2224
2026-05-17T19:54:14Z,0,3881,20976,3880,7.5186
2026-05-17T19:57:40Z,0,3891,20976,3890,8.0785
2026-05-17T19:59:35Z,0,3901,20976,3900,7.9562
2026-05-17T20:02:25Z,0,3911,20976,3910,8.571
2026-05-17T20:04:46Z,0,3921,20976,3920,8.1265
2026-05-17T20:07:21Z,0,3931,20976,3930,7.8558
2026-05-17T20:09:47Z,0,3941,20976,3940,7.831
2026-05-17T20:12:03Z,0,3951,20976,3950,7.6026
2026-05-17T20:13:57Z,0,3961,20976,3960,7.3753
2026-05-17T20:16:52Z,0,3971,20976,3970,7.7371
2026-05-17T20:21:12Z,0,3981,20976,3980,8.5502
2026-05-17T20:25:07Z,0,3991,20976,3990,7.808
2026-05-17T20:27:18Z,0,4001,20976,4000,8.0269
2026-05-17T20:29:48Z,0,4011,20976,4010,6.8785
2026-05-17T20:32:32Z,0,4021,20976,4020,7.4302
2026-05-17T20:34:48Z,0,4031,20976,4030,8.2113
2026-05-17T20:37:19Z,0,4041,20976,4040,7.7792
2026-05-17T20:40:04Z,0,4051,20976,4050,8.3344
2026-05-17T20:42:26Z,0,4061,20976,4060,8.1903
2026-05-17T20:45:09Z,0,4071,20976,4070,7.5519
2026-05-17T20:48:12Z,0,4081,20976,4080,7.3233
2026-05-17T20:50:27Z,0,4091,20976,4090,8.0715
2026-05-17T20:52:45Z,0,4101,20976,4100,8.3171
2026-05-17T20:56:01Z,0,4111,20976,4110,7.4691
2026-05-17T20:58:17Z,0,4121,20976,4120,8.2341
2026-05-17T21:00:20Z,0,4131,20976,4130,7.8454
2026-05-17T21:02:47Z,0,4141,20976,4140,7.7307
2026-05-17T21:05:02Z,0,4151,20976,4150,8.2329
2026-05-17T21:07:21Z,0,4161,20976,4160,7.9215
2026-05-17T21:10:00Z,0,4171,20976,4170,7.3349
2026-05-17T21:12:40Z,0,4181,20976,4180,7.8033
2026-05-17T21:15:10Z,0,4191,20976,4190,7.893
2026-05-17T21:17:41Z,0,4201,20976,4200,8.0691
2026-05-17T21:20:27Z,0,4211,20976,4210,7.6615
2026-05-17T21:23:32Z,0,4221,20976,4220,7.8013
2026-05-17T21:25:55Z,0,4231,20976,4230,7.9312
2026-05-17T21:27:45Z,0,4241,20976,4240,7.0627
